iter,time,reward,steps,convergence
1,0.0010186479999987341,-252.9,180.74,90.55
2,0.009470490000005327,-230.8,194.66,81.1
3,0.010393627000006234,-240.02,187.82,71.91014439058597
4,0.011184368000009215,-198.24,193.76,72.01014439058596
5,0.01627189700000997,-214.98,200.0,64.21186178037802
6,0.02669364500001592,-204.8,200.0,54.532374947848986
7,0.027479087000017444,-221.22,200.0,45.63722529441104
8,0.028500515000018822,-220.92,196.88,37.30124193905516
9,0.02924898900002404,-228.54,200.0,28.585897527234522
10,0.030021314000023835,-201.9,200.0,19.77946016848953
11,0.030792283000025122,-203.58,199.34,18.62660181112208
12,0.03162224000002567,-200.16,200.0,18.304073064825793
13,0.035023679000026675,-201.9,200.0,17.618054265023254
14,0.035766791000028775,-200.74,200.0,7.628997425241581
15,0.0365429270000277,-204.22,200.0,5.623262633587261
16,0.037307417000029375,-203.64,200.0,6.136407055803238
17,0.03818122500003085,-201.32,200.0,5.223928582098225
18,0.03894800000003329,-201.9,200.0,3.677396218942998
19,0.039746614000030434,-203.06,200.0,2.500055998854846
20,0.04283771500002587,-202.48,200.0,1.4440320026625486
21,0.043642999000020666,-201.96,198.6,1.1478029265020553
22,0.04443021400002323,-202.48,200.0,1.020684871995654
23,0.04518364200001912,-204.8,200.0,0.99696967273063
24,0.04603457400001787,-199.58,200.0,0.986072846704434
25,0.04678538200001725,-202.48,200.0,0.8901017959866266
26,0.047552197000015894,-201.9,200.0,0.15655979165372144
