iter,time,reward,steps,convergence
1,0.0009976249999965603,-205.36,186.36,89.61716085813107
2,0.004543694000005871,-213.5,200.0,80.32676224113246
3,0.0050818560000038815,-410.92,200.0,71.04553664870407
4,0.013902313000016875,-351.04,199.38,61.3407203715435
5,0.018827602000015986,-523.22,200.0,52.093520371543505
6,0.019366232000010086,-243.66,200.0,42.81579452441941
7,0.020363225000011198,-222.78,200.0,33.5333170044194
8,0.021145933000013883,-247.1,200.0,23.753743359489853
9,0.021764274000020123,-217.52,200.0,14.223106418059597
10,0.022713279000015518,-232.64,200.0,4.567187586271588
11,0.023655570000016723,-225.64,200.0,4.161656940336064
12,0.023976465000032476,-251.12,200.0,4.387562366790895
13,0.024350612000034744,-228.72,197.5,4.509776135092129
14,0.025541084000025194,-299.4,200.0,4.69052395864139
15,0.026678012000047602,-309.2,200.0,4.669777857691739
16,0.02758871700004306,-211.8,198.46,4.132412896631162
17,0.02784056800004464,-287.98,199.94,3.785150506388463
18,0.02911954900002911,-209.14,199.4,4.28468570917877
19,0.03359618400003228,-189.06,186.32,4.026719330561846
20,0.03427146300003869,-216.14,198.54,3.84260861030224
21,0.03457569000002536,-204.4,200.0,3.9458805588759702
22,0.03530961900003149,-534.02,183.12,3.6443576947350764
23,0.03611208600003124,-267.36,191.34,3.546005983301422
24,0.03663780700003372,-244.8,198.42,3.8975909804854765
25,0.036873924000047964,-225.92,190.42,4.050132596370608
26,0.03697751600003585,-177.32,186.36,4.20772467741925
27,0.041859963000035805,-165.22,167.7,4.723606442113972
28,0.04262763500003075,-174.22,179.64,4.282338417816817
29,0.04320586100001833,-202.48,200.0,4.2603561698808745
30,0.04412959300000807,-214.08,200.0,5.2203857219284915
31,0.044631932000015695,-197.32,197.36,5.36571032204083
32,0.04761067700002286,-125.86,149.86,5.213869908823332
33,0.047842964000011534,-131.26,154.4,4.917759876839955
34,0.04797569600000884,-104.64,133.16,4.802972666163523
35,0.048186542999985704,-149.44,162.88,4.23094917555351
36,0.04864615099998559,-151.8,167.48,4.067400217379941
37,0.04903261199999065,-180.72,190.94,3.3502150741314893
38,0.04944116699999768,-94.34,134.08,3.4540074032038866
39,0.05001091099998689,-34.14,84.32,3.728271810797937
40,0.05014091799998255,-170.28,182.16,2.9200883967100664
41,0.05027015999999662,-177.72,189.18,2.6648163359902286
42,0.05069065699998987,-149.98,180.52,2.360979432431342
43,0.051261896999989176,-194.74,197.18,3.032394036605532
44,0.051804755999967256,-182.9,190.82,2.4984701835262406
45,0.05230016499996282,-176.88,191.0,2.3747955193692873
46,0.05270345699995005,-179.84,185.72,3.0861233952731313
47,0.052823387999950455,-42.08,93.72,3.7440692700369147
48,0.05297522199995797,-87.88,119.64,3.7389891984575585
49,0.05314855399996077,-158.82,175.36,3.5605654858897333
50,0.05364957699995898,-165.74,175.46,3.457718339308208
51,0.05402705399995966,-44.34,99.16,3.7531130770525594
52,0.0543992659999617,-134.02,157.16,3.775274203628546
53,0.05469357799995578,-175.4,181.34,2.972465032572207
54,0.05507043799994449,-167.24,177.74,2.960563168084748
55,0.05548389099993756,-223.46,181.68,2.945642761942243
56,0.055801054999932376,-344.82,169.6,2.240433497342599
57,0.05593299999992496,-91.78,94.94,1.6692618174220968
58,0.056131784999905676,-163.7,168.06,1.5575635387245796
59,0.05666442799991955,-96.46,114.52,1.6318028450254025
60,0.05698145599990312,-122.86,127.52,2.2920743788517783
61,0.05724033799990025,-4.32,67.2,2.0914688637352574
62,0.05764155599990772,-164.68,141.26,2.7167911000333604
63,0.05782290099992338,-231.3,199.0,3.237683048541521
