iter,time,reward,steps,convergence
1,0.000594410000019252,-301.08,200.0,90.630315
2,0.0016380450000212932,-200.34,200.0,82.31501828698839
3,0.0021988510000312544,-234.38,200.0,74.16607587837902
4,0.0029999350000480263,-317.9,200.0,66.40476080016808
5,0.00369291500004465,-213.5,200.0,59.02960486266809
6,0.004350823000038417,-204.5,196.84,52.12228022539877
7,0.008875360000018873,-204.8,200.0,44.33289315707425
8,0.009637022000021034,-270.44,197.76,36.82419849426119
9,0.010400222000043868,-209.36,194.62,28.415444133775885
10,0.010632764000064299,-165.7,173.42,19.425223096866887
11,0.010781012000080636,-76.68,96.96,18.97331730702918
12,0.015058248000087815,-167.94,170.26,21.032926057006826
13,0.015247978000104467,-186.04,168.92,20.46824390870756
14,0.015521172000120487,-200.14,182.22,22.026078489228873
15,0.015985484000111683,-168.48,161.64,20.372234548567302
16,0.01609818000011387,-44.22,73.48,19.696164498710267
17,0.016323384000116903,-116.88,138.76,18.22327019678233
18,0.01642924000012158,-60.68,91.24,17.295516214969453
19,0.016551294000123562,-69.46,100.8,16.24907609472952
20,0.01663222000010478,-9.64,35.76,16.88101164444523
21,0.016698730000115347,3.08,28.46,16.774908897351686
22,0.016964910000098143,-70.4,97.52,14.599854214200874
23,0.017058405000113908,-12.56,58.38,15.191815839105905
24,0.017122686000107024,-2.94,49.92,13.489373633098069
25,0.01719859000010615,-12.94,45.68,14.262369715891193
26,0.01727584100009949,-1.7,29.84,12.626164436530647
27,0.01734345400009829,-11.82,45.78,13.459377119365048
28,0.01740313400009086,-13.4,41.2,13.359672624447148
29,0.017529672000080154,-14.84,42.84,14.563858141762685
30,0.017617656000084025,2.02,28.54,13.941261703882597
31,0.017783515000076022,-2.78,25.8,14.436431608461522
32,0.01792182100007267,-36.06,44.36,14.944833033142938
33,0.018091322000060472,1.4,25.42,15.054109953848362
34,0.01823762600005807,6.86,25.26,13.698479176403783
35,0.01955188400003749,-247.74,193.46,16.1468021189141
36,0.020181585000045743,-225.86,183.64,21.049237349132046
37,0.02097055300004058,-239.26,200.0,20.640402361384343
38,0.021141131000035784,-203.82,200.0,21.251155016657414
39,0.021946075000045084,-203.02,200.0,24.4090924720145
40,0.02257909400006497,-201.42,196.9,26.03399011117408
41,0.023138749000082726,-245.46,182.84,25.86835886443089
42,0.023641229000077146,-203.06,200.0,26.13286365611653
43,0.023732170000073438,-109.02,135.6,25.366331452505865
44,0.023887359000099195,-43.04,94.08,26.216325921397992
45,0.023982013000107827,-60.16,98.04,25.183898129404486
46,0.02420296900010044,-126.74,152.32,20.3785928749048
47,0.024338458000102037,-93.26,122.54,19.956450678498776
48,0.024777084000106697,-44.8,72.18,20.53152452424296
49,0.02490109100008908,-23.3,61.04,16.231429312071
50,0.02500843300009592,-48.4,82.7,14.61287079228534
51,0.025123830000069347,13.8,31.56,15.711166588746845
52,0.025225266000063584,3.56,37.72,14.603704357864128
53,0.02531242000006273,8.92,39.4,16.229708114322666
54,0.025406779000064716,0.78,26.92,15.091768820600112
55,0.02548810300004334,8.66,24.9,14.339983615323089
56,0.025631883000045264,0.84,25.04,16.103221493280337
57,0.02570754000007014,10.78,24.9,17.866303040483892
58,0.025788007000073776,1.18,25.72,15.846479303794954
59,0.025869905000092785,4.74,25.02,16.37710918326246
60,0.025952524000075528,-17.92,26.4,16.668893976707203
61,0.02602912800008994,-4.46,25.04,16.81790680809028
62,0.02610597800008918,-14.0,26.32,18.22980746379204
63,0.026167966000087972,-46.86,52.18,18.028689168498932
64,0.026273773000099254,-0.8,25.5,20.223996826977718
65,0.026343174000089675,-0.34,25.9,19.455467827049034
66,0.026412370000088004,-2.18,26.34,17.430807916033636
67,0.026476715000086415,4.28,25.62,16.459037390079462
68,0.02652860700010251,6.8,25.7,19.67306588583852
69,0.026606161000103157,-5.52,26.68,19.4412413141921
70,0.026662477000115814,-7.06,25.44,19.66420035770087
71,0.026742244000104165,-0.06,25.7,20.53566772016386
72,0.026803955000104907,6.24,25.48,21.393992050037376
73,0.0269124650000947,-154.8,162.34,20.75354972653343
74,0.030638019000093664,-73.56,99.8,18.684121604715266
75,0.03141365000007568,-19.22,38.6,18.410295570390105
76,0.031496562000086215,-20.04,45.6,19.601827669131513
77,0.031568843000087554,-5.78,25.6,18.642372354690202
78,0.0316433980000852,4.26,25.5,15.631955122500466
79,0.031728357000105234,-1.2,26.72,17.376311882743487
80,0.031805614000091964,0.12,25.54,17.689691167491265
81,0.03186416500011546,4.2,25.56,15.59921013509278
82,0.03202272000009998,1.68,25.76,13.655990991778916
83,0.032093816000099196,4.34,25.5,12.745375152399408
84,0.03220156300008625,13.84,31.04,14.397824928851582
85,0.03232949400009488,-27.7,59.1,16.9876231752138
86,0.032451445000106105,-72.64,97.9,20.015859364489902
87,0.032698217000103114,-54.74,73.2,20.429033396097093
88,0.03283015500011288,5.8,25.12,20.405552200633895
89,0.03289016700009029,9.82,24.9,18.2038729537104
90,0.03294746200009513,-21.12,58.68,17.616929438905984
91,0.03312600400010979,-131.4,145.8,16.921315687182584
92,0.03323896000011928,10.52,25.66,16.11983818026724
93,0.033378603000130624,10.48,27.22,16.79100405223716
94,0.033616746000120656,-8.6,39.3,15.243240359585508
95,0.033712565000115546,-31.0,64.68,13.487284119307361
96,0.03378256300010207,-14.66,44.68,11.30140781834727
97,0.03394138300009786,-123.78,137.06,11.371081111569017
98,0.03403634800011446,6.54,25.14,11.17877227626075
99,0.03410004700012337,-41.04,67.44,11.914363199935146
100,0.03422318100012944,9.28,25.34,10.936020470738766
101,0.03429215500014493,6.82,25.74,10.94641511141629
102,0.034427567000136605,-2.68,26.02,10.54543793541185
103,0.03449115400013625,5.7,25.84,11.42895990446395
104,0.0345433510001385,-134.4,145.14,13.54174705125294
105,0.034640590000151406,-205.46,172.4,12.154239810444993
106,0.034868842000150835,8.58,24.58,10.11951464491778
107,0.034961880000167866,-141.88,157.5,10.536144931556946
108,0.039399243000190154,-127.6,152.3,10.758061459814167
109,0.03965641900020955,-190.9,189.52,10.962741558986433
110,0.04309301200021309,-102.42,140.46,11.485530010703451
111,0.04428582300022299,-39.48,89.08,12.154846819636491
112,0.04458842500022797,-72.66,109.04,13.292947329923706
113,0.044869077000214475,-102.2,125.4,11.198798497453401
114,0.045160471000201596,-160.52,173.62,13.264192880727276
115,0.045250831000174685,-54.18,84.42,13.22812070056521
116,0.04541774700018664,-25.26,55.38,13.021145266344012
117,0.04551167300019188,-25.04,57.3,12.59470399200178
118,0.04562904800019396,9.12,25.5,12.60256264268278
119,0.04571616600020434,-31.82,72.62,12.390367820978
120,0.045861650000205145,9.3,32.46,11.982581586794531
121,0.04594021800019732,-40.54,78.94,12.814799216464001
122,0.047616125000217835,9.98,25.36,12.755384651486603
123,0.0476963910002155,8.84,25.02,13.231769926726605
124,0.04776982600020574,4.82,25.52,9.98387532756281
125,0.04782915100020091,-1.36,25.22,10.71905992596177
126,0.04789100900018184,6.4,25.46,12.960760561696215
127,0.047952455000199734,9.44,24.6,13.006789496711656
128,0.04800855300021567,5.06,25.9,13.74978553273797
129,0.0481786210002042,7.36,25.38,16.5782393924814
130,0.048236974000218424,10.74,24.78,17.577842712525715
131,0.04832252600022002,6.58,24.78,18.090677177235335
132,0.048397134000225606,-3.58,26.2,17.823669116302774
133,0.04850453800023047,-20.02,42.78,19.5839139610822
134,0.0485698840002442,11.78,25.1,19.019072985671535
135,0.04863392600026373,-10.14,44.94,18.847316556544477
136,0.048688892000257056,-8.22,40.4,16.81503691409655
137,0.048782793000270885,-11.68,42.2,16.956326427981555
138,0.04886132400028487,10.28,24.64,18.015830183150463
139,0.048946433000281786,-0.24,25.8,17.80899337355573
