,-4,-1,0,1,4
0,-100.0,-100.0,-100.0,-100.0,-100.0
1,-100.0,-100.0,-100.0,-100.0,-90.6226728392
2,-90.0,-90.0,-90.0,-99.467839723,-90.0
3,-98.4355291461,-99.5372556295,-90.0,-99.99819163,-99.4161358007
4,-100.0,-100.0,-89.9999999999,-99.4707102532,-100.0
5,-99.9999999991,-98.7281433188,88.169216056,-99.999999999,-99.999999999
6,-100.0,-100.0,-100.0,-100.0,-100.0
7,-90.0,-98.8910158399,-90.0,-90.0,-90.0
